mmsi,imo,ship_name,country,operator,build_year,ship_type,deadweight,source,hit_ofac,hit_un,hit_eu,hit_uk,sanction_detail,sanction_sources,risk_level,flag_score_x,paris_list_x,tokyo_list_x,paris_risk_x,flag_detail_x,final_risk,flag_score_y,paris_list_y,tokyo_list_y,paris_risk_y,flag_detail_y
636014923,9489027.0,Abu Dhabi III,Liberia,ADNOC Logistics and Services,2011.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
314102000,9258480.0,Acheron,Barbados,Star Marine Management,2004.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,1,White,Medium Performance,Low,Paris:White; Tokyo:Medium
461000320,9368223.0,Achilles,Oman,Vijaynagar Voyage Shipping,2008.0,LR2 TNKR,0000-00-00,archive,False,False,True,True,"[EU] EU:Achilles (20.7.2025) | [UK] UK:ACHILLES [] (Oil Tanker, Panama)",2,中风险,0,Not Listed,Not Listed,,未列入,高风险,0,Not Listed,Not Listed,,未列入
538006198,9472622.0,Advantage Atom,Marshall Islands,Advantage Tankers,2011.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
240633000,9338917.0,Aegean Harmony,Greece,Arcadia Shipmanagement,2007.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
240657000,9345441.0,Aegean Nobility,Greece,Arcadia Shipmanagement,2007.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
613442803,9328170.0,Aether,Cameroon,Undisclosed,2007.0,LR2 TNKR,0000-00-00,archive,True,False,True,True,"[OFAC] IRAN-EO13902 | [EU] EU:AETHER (24.4.2026) | [UK] UK:IMO 9328170 ('AETHER')  [] (Oil Tanker, nan)",3,高风险,3,Black,Not Listed,Very High Risk,Paris:Black(Very High Risk),极高风险,3,Black,Low Performance,Very High Risk,Paris:Black(Very High Risk); Tokyo:Low(EF=5.1)
370309000,9404936.0,Afra Mare,Panama,Fearnley Securities AS,2008.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
215401000,9431381.0,Afra Rossi,Malta,Kaptanoglu Group,2010.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
636022972,9273844.0,Aframax Rio,Liberia,Hellenic Tankers,2004.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
373638000,9282912.0,Aframax Riviera,Panama,Hellenic Tankers,2005.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
636019903,9437672.0,Afrapearl II,Liberia,C3is Inc,2010.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
620999422,9337389.0,Agni,Comoros,Irtysh Shipping Inc,2007.0,AFRAMAX TNKR,0000-00-00,archive,True,False,True,True,"[OFAC] SDGT | [EU] EU:Agni (21.5.2025) | [UK] UK:AGNI [] (nan, Comoros)",3,高风险,3,Black,Not Listed,Very High Risk,Paris:Black(Very High Risk),极高风险,3,Black,Low Performance,Very High Risk,Paris:Black(Very High Risk); Tokyo:Low(EF=2.1)
667002025,9232888.0,Ailana,Sierra Leone,Delphyx Beacon,2003.0,LR2 TNKR,0000-00-00,archive,False,False,True,True,"[EU] EU:Ailama (20.7.2025) | [UK] UK:KSENA  [] (Oil Tanker, Panama)",2,中风险,1,Grey,Not Listed,Medium,Paris:Grey,高风险,2,Grey,Low Performance,Medium,Paris:Grey; Tokyo:Low(EF=2.7)
273273460,9381732.0,Akcent,Russia,Undisclosed,2008.0,LR2 TNKR,0000-00-00,archive,True,False,True,True,"[OFAC] RUSSIA-EO14024 | [EU] EU:AUGA (24.4.2026) | [UK] UK:AUGA [] (Oil Tanker, nan)",3,高风险,1,Grey,Not Listed,Medium,Paris:Grey,极高风险,1,Grey,Medium Performance,Medium,Paris:Grey; Tokyo:Medium
273273670,9410870.0,Akhill,Russia,Global Seaway,2008.0,LR2 TNKR,0000-00-00,archive,True,False,False,True,"[OFAC] RUSSIA-EO14024 | [UK] UK:HS EVERETT [] (Oil Tanker, nan)",2,中风险,1,Grey,Not Listed,Medium,Paris:Grey,高风险,1,Grey,Medium Performance,Medium,Paris:Grey; Tokyo:Medium
273271560,9259599.0,Akkord,Russia,Hennesea Holdings,2003.0,AFRAMAX TNKR,0000-00-00,archive,True,False,True,True,"[OFAC] RUSSIA-EO14024 | [EU] EU:AKKORD (24.7.2026) | [UK] UK:LAURYN [] (Oil Tanker, nan)",3,高风险,1,Grey,Not Listed,Medium,Paris:Grey,极高风险,1,Grey,Medium Performance,Medium,Paris:Grey; Tokyo:Medium
273273360,9410894.0,Aksel,Russia,Undisclosed,2009.0,LR2 TNKR,0000-00-00,archive,True,False,False,True,"[OFAC] RUSSIA-EO14024 | [UK] UK:VALOUR  [] (Oil Tanker, Guinea)",2,中风险,1,Grey,Not Listed,Medium,Paris:Grey,高风险,1,Grey,Medium Performance,Medium,Paris:Grey; Tokyo:Medium
667002283,9257814.0,Aktros,Sierra Leone,Vogue Tide Corp,2003.0,AFRAMAX TNKR,0000-00-00,archive,False,False,True,True,"[EU] EU:Torex (21.5.2025) | [UK] UK:TOREX [] (nan, Vanuatu)",2,中风险,1,Grey,Not Listed,Medium,Paris:Grey,高风险,2,Grey,Low Performance,Medium,Paris:Grey; Tokyo:Low(EF=2.7)
403101001,9290294.0,Al Habibah,Saudi Arabia,Bihar International,2004.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
403098000,9271365.0,Al Mahfoza,Saudi Arabia,Bihar International,2003.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
750931000,9198094.0,Ala,Guyana,Bluespectrum Shipping,2000.0,AFRAMAX TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
538004518,9416551.0,Alatau,Marshall Islands,Kazmortransflot,2009.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
650000125,9268112.0,Alba,Mozambique,Crystal Gas,2003.0,AFRAMAX TNKR,0000-00-00,archive,True,False,True,True,"[OFAC] UKRAINE-EO13662] [IRAN-EO13846] [RUSSIA-EO14024 | [EU] EU:Olia (20.7.2025) | [UK] UK:OLIA [] (nan, The Gambia)",3,高风险,0,Not Listed,Not Listed,,未列入,极高风险,0,Not Listed,Not Listed,,未列入
314001114,9213313.0,Albedo,Barbados,Upgard Management Services,2001.0,AFRAMAX TNKR,0000-00-00,archive,False,False,True,False,[EU] EU:ALBEDO (24.7.2026),1,低风险,0,White,Not Listed,Low,Paris:White,中风险,1,White,Medium Performance,Low,Paris:White; Tokyo:Medium
311039900,9486922.0,Alberta,Bahamas,Carlova Maritime,2010.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
538008327,9389966.0,Alexia,Marshall Islands,Centrofin,2009.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
622120925,9173721.0,Alexia 3,Egypt,CORPLEASE,1999.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,1,Grey,Not Listed,Medium,Paris:Grey,低风险,1,Grey,Not Listed,Medium,Paris:Grey
273277360,9299745.0,Algoritm,Russia,Julius Capital,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,True,"[OFAC] RUSSIA-EO14024 | [UK] UK:APUS [] (Oil Tanker, nan)",2,中风险,1,Grey,Not Listed,Medium,Paris:Grey,高风险,1,Grey,Medium Performance,Medium,Paris:Grey; Tokyo:Medium
538011948,9343338.0,Aljalaa,Marshall Islands,GNMTC,2007.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
525119136,9289489.0,Alpha Point,Indonesia,Waruna Nusa Sentana,2005.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,Not Listed,Not Listed,,未列入,低风险,0,Not Listed,High Performance,,Tokyo:High
538011949,9343352.0,Alqadisia,Marshall Islands,GNMTC,2008.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
538004508,9446427.0,Altai,Marshall Islands,Kazmortransflot,2011.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
650000122,9237412.0,Altaris Wolf,Mozambique,Undisclosed,2004.0,AFRAMAX TNKR,0000-00-00,archive,True,False,True,True,"[OFAC] IRAN-EO13902 | [EU] EU:HANSON (19.12.2025) | [UK] UK:HANSON [] (Oil Tanker, nan)",3,高风险,0,Not Listed,Not Listed,,未列入,极高风险,0,Not Listed,Not Listed,,未列入
667002293,9265756.0,Altis,Sierra Leone,Zinrepin Harborcraft,2005.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,True,"[UK] UK:OASIS [] (nan, nan)",1,低风险,1,Grey,Not Listed,Medium,Paris:Grey,中风险,2,Grey,Low Performance,Medium,Paris:Grey; Tokyo:Low(EF=2.7)
248895000,9356438.0,Alyarmouk,Malta,GNMTC,2008.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
240447000,9298650.0,Amalthea,Greece,Minerva Marine,2006.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
461000219,9292204.0,Amazon,Oman,Sovcomflot,2005.0,AFRAMAX TNKR,0000-00-00,archive,False,False,True,True,"[EU] EU:Andromeda (17.12.2024) | [UK] UK:ADYGEYA [] (Oil Tanker, Gabon)",2,中风险,0,Not Listed,Not Listed,,未列入,高风险,0,Not Listed,Not Listed,,未列入
352001387,9235713.0,Amber 6,Panama,Sunne,2003.0,AFRAMAX TNKR,0000-00-00,archive,True,False,True,True,"[OFAC] UKRAINE-EO13662] [RUSSIA-EO14024 | [EU] EU:Amber 6 (17.12.2024) | [UK] UK:AMBER 6 [] (nan, nan)",3,高风险,0,White,Not Listed,Low,Paris:White,极高风险,0,White,High Performance,Low,Paris:White; Tokyo:High
309368000,9301029.0,Ambrosia,Bahamas,Alberta Shipmanagement,2006.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
629009452,9257993.0,Amell,Gambia,Shanghai VIII Maritime,2003.0,AFRAMAX TNKR,0000-00-00,archive,True,False,False,True,"[OFAC] UKRAINE-EO13662] [RUSSIA-EO14024 | [UK] UK:AMELL [] (Oil Tanker, nan)",2,中风险,0,Not Listed,Not Listed,,未列入,高风险,2,Not Listed,Low Performance,,Tokyo:Low(EF=6.6)
538012962,9390599.0,Amethyst,Marshall Islands,Y-Knot Ship Management Inc,2009.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
249356000,9419369.0,Amfitriti,Malta,Liquimar Tankers,2009.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
647553032,9233234.0,Amie,Madagascar,Amie Marine,2002.0,AFRAMAX TNKR,0000-00-00,archive,True,False,False,False,[OFAC] IRAN-EO13846,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
461000238,9413547.0,Amulet,Oman,Sovcomflot,2009.0,LR2 TNKR,0000-00-00,archive,False,False,True,True,"[EU] EU:Altair (17.12.2024) | [UK] UK:NS ARCTIC [] (Oil Tanker, Gabon)",2,中风险,0,Not Listed,Not Listed,,未列入,高风险,0,Not Listed,Not Listed,,未列入
241408000,9370848.0,Anafi Warrior,Greece,Polembros Shipping,2009.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
636025194,9312858.0,Anemoni,Liberia,IMS SA,2007.0,LR2 TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
538012456,9403475.0,Angerona,Marshall Islands,Trafigura Beheer BV,2008.0,AFRAMAX TNKR,0000-00-00,archive,False,False,False,False,,0,未命中,0,White,Not Listed,Low,Paris:White,低风险,0,White,High Performance,Low,Paris:White; Tokyo:High
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Not Listed,Not Listed,,未列入,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Unknown,Unknown,,未知船旗
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
0,9305609.0,Anika,Unknown,Imperial Shipping International,2006.0,LR2 TNKR,0000-00-00,archive,True,False,False,False,[OFAC] SDGT,1,低风险,0,Unknown,Unknown,,未知船旗,中风险,0,Not Listed,Not Listed,,未列入
